2025-10-28 14:32:14, Instruction: 0xffff800010ba66b8, Mem: 2847702013, Flipped bit 0, Flipped 2847702012, [+] System running normally
2025-10-28 15:50:02, Instruction: 0xffff800010ba67b8, Mem: 2548261850, Flipped bit 0, Flipped 2548261851, [+] System running normally
2025-10-28 15:50:04, Instruction: 0xffff800010ba67b8, Mem: 2548261850, Flipped bit 1, Flipped 2548261848, [+] System running normally
2025-10-28 15:50:08, Instruction: 0xffff800010ba67b8, Mem: 2548261850, Flipped bit 2, Flipped 2548261854, [+] System running normally
2025-10-28 15:50:10, Instruction: 0xffff800010ba67b8, Mem: 2548261850, Flipped bit 3, Flipped 2548261842, [+] System running normally
2025-10-28 15:50:12, Instruction: 0xffff800010ba67b8, Mem: 2548261850, Flipped bit 4, Flipped 2548261834, [+] System running normally
2025-10-28 15:50:14, Instruction: 0xffff800010ba67b8, Mem: 2548261850, Flipped bit 5, Flipped 2548261882, [+] System running normally
2025-10-28 15:50:16, Instruction: 0xffff800010ba67b8, Mem: 2548261850, Flipped bit 6, Flipped 2548261786, [+] System running normally
2025-10-28 15:50:18, Instruction: 0xffff800010ba67b8, Mem: 2548261850, Flipped bit 7, Flipped 2548261722, [+] System running normally
2025-10-28 15:50:20, Instruction: 0xffff800010ba67b8, Mem: 2548261850, Flipped bit 8, Flipped 2548261594, [+] System running normally
2025-10-28 15:50:22, Instruction: 0xffff800010ba67b8, Mem: 2548261850, Flipped bit 9, Flipped 2548261338, [+] System running normally
2025-10-28 15:50:26, Instruction: 0xffff800010ba67b8, Mem: 2548261850, Flipped bit 10, Flipped 2548262874, [+] System running normally
2025-10-28 15:50:30, Instruction: 0xffff800010ba67b8, Mem: 2548261850, Flipped bit 11, Flipped 2548263898, [+] System running normally
2025-10-28 15:50:32, Instruction: 0xffff800010ba67b8, Mem: 2548261850, Flipped bit 12, Flipped 2548265946, [+] System running normally
2025-10-28 15:50:34, Instruction: 0xffff800010ba67b8, Mem: 2548261850, Flipped bit 13, Flipped 2548253658, [+] System running normally
2025-10-28 15:50:36, Instruction: 0xffff800010ba67b8, Mem: 2548261850, Flipped bit 14, Flipped 2548245466, [+] System running normally
2025-10-28 15:50:38, Instruction: 0xffff800010ba67b8, Mem: 2548261850, Flipped bit 15, Flipped 2548294618, [+] System running normally
2025-10-28 15:50:40, Instruction: 0xffff800010ba67b8, Mem: 2548261850, Flipped bit 16, Flipped 2548196314, [+] System running normally
2025-10-28 15:50:42, Instruction: 0xffff800010ba67b8, Mem: 2548261850, Flipped bit 17, Flipped 2548130778, [+] System running normally
2025-10-28 15:50:44, Instruction: 0xffff800010ba67b8, Mem: 2548261850, Flipped bit 18, Flipped 2548523994, [+] System running normally
2025-10-28 15:50:46, Instruction: 0xffff800010ba67b8, Mem: 2548261850, Flipped bit 19, Flipped 2548786138, [+] System running normally
2025-10-28 15:50:48, Instruction: 0xffff800010ba67b8, Mem: 2548261850, Flipped bit 20, Flipped 2549310426, [+] System running normally
2025-10-28 15:50:50, Instruction: 0xffff800010ba67b8, Mem: 2548261850, Flipped bit 21, Flipped 2546164698, [+] System running normally
2025-10-28 15:50:52, Instruction: 0xffff800010ba67b8, Mem: 2548261850, Flipped bit 22, Flipped 2544067546, [+] System running normally
2025-10-28 15:50:54, Instruction: 0xffff800010ba67b8, Mem: 2548261850, Flipped bit 23, Flipped 2539873242, [+] System running normally
2025-10-28 15:50:56, Instruction: 0xffff800010ba67b8, Mem: 2548261850, Flipped bit 24, Flipped 2531484634, [+] System running normally
2025-10-28 15:50:58, Instruction: 0xffff800010ba67b8, Mem: 2548261850, Flipped bit 25, Flipped 2514707418, [+] System running normally
2025-10-28 15:51:01, Instruction: 0xffff800010ba67b8, Mem: 2548261850, Flipped bit 26, Flipped 2481152986, [+] System running normally
2025-10-28 15:51:03, Instruction: 0xffff800010ba67b8, Mem: 2548261850, Flipped bit 27, Flipped 2682479578, [+] System running normally
2025-10-28 15:51:05, Instruction: 0xffff800010ba67b8, Mem: 2548261850, Flipped bit 28, Flipped 2279826394, [+] System running normally
2025-10-28 15:51:07, Instruction: 0xffff800010ba67b8, Mem: 2548261850, Flipped bit 29, Flipped 3085132762, [+] System running normally
2025-10-28 15:51:09, Instruction: 0xffff800010ba67b8, Mem: 2548261850, Flipped bit 30, Flipped 3622003674, [+] System running normally
2025-10-28 15:51:11, Instruction: 0xffff800010ba67b8, Mem: 2548261850, Flipped bit 31, Flipped 400778202, [+] System running normally
2025-10-28 15:51:13, Instruction: 0xffff800010ba67bc, Mem: 327172097, Flipped bit 0, Flipped 327172096, [+] System running normally
2025-10-28 15:51:15, Instruction: 0xffff800010ba67bc, Mem: 327172097, Flipped bit 1, Flipped 327172099, [+] System running normally
2025-10-28 15:51:17, Instruction: 0xffff800010ba67bc, Mem: 327172097, Flipped bit 2, Flipped 327172101, [+] System running normally
2025-10-28 15:51:21, Instruction: 0xffff800010ba67bc, Mem: 327172097, Flipped bit 3, Flipped 327172105, [+] System running normally
2025-10-28 15:51:23, Instruction: 0xffff800010ba67bc, Mem: 327172097, Flipped bit 4, Flipped 327172113, [+] System running normally
2025-10-28 15:51:25, Instruction: 0xffff800010ba67bc, Mem: 327172097, Flipped bit 5, Flipped 327172129, [+] System running normally
2025-10-28 15:51:27, Instruction: 0xffff800010ba67bc, Mem: 327172097, Flipped bit 6, Flipped 327172161, [+] System running normally
2025-10-28 15:51:29, Instruction: 0xffff800010ba67bc, Mem: 327172097, Flipped bit 7, Flipped 327172225, [+] System running normally
2025-10-28 15:51:33, Instruction: 0xffff800010ba67bc, Mem: 327172097, Flipped bit 8, Flipped 327172353, [+] System running normally
2025-10-28 15:51:35, Instruction: 0xffff800010ba67bc, Mem: 327172097, Flipped bit 9, Flipped 327172609, [+] System running normally
2025-10-28 15:51:37, Instruction: 0xffff800010ba67bc, Mem: 327172097, Flipped bit 10, Flipped 327173121, [+] System running normally
2025-10-28 15:51:39, Instruction: 0xffff800010ba67bc, Mem: 327172097, Flipped bit 11, Flipped 327174145, [+] System running normally
2025-10-28 15:51:41, Instruction: 0xffff800010ba67bc, Mem: 327172097, Flipped bit 12, Flipped 327176193, [+] System running normally
2025-10-28 15:51:43, Instruction: 0xffff800010ba67bc, Mem: 327172097, Flipped bit 13, Flipped 327180289, [+] System running normally
2025-10-28 15:51:45, Instruction: 0xffff800010ba67bc, Mem: 327172097, Flipped bit 14, Flipped 327155713, [+] System running normally
2025-10-28 15:51:47, Instruction: 0xffff800010ba67bc, Mem: 327172097, Flipped bit 15, Flipped 327204865, [+] System running normally
2025-10-28 15:51:49, Instruction: 0xffff800010ba67bc, Mem: 327172097, Flipped bit 16, Flipped 327237633, [+] System running normally
2025-10-28 15:51:51, Instruction: 0xffff800010ba67bc, Mem: 327172097, Flipped bit 17, Flipped 327303169, [+] System running normally
2025-10-28 15:51:53, Instruction: 0xffff800010ba67bc, Mem: 327172097, Flipped bit 18, Flipped 327434241, [+] System running normally
2025-10-28 15:51:55, Instruction: 0xffff800010ba67bc, Mem: 327172097, Flipped bit 19, Flipped 327696385, [+] System running normally
2025-10-28 15:51:57, Instruction: 0xffff800010ba67bc, Mem: 327172097, Flipped bit 20, Flipped 328220673, [+] System running normally
2025-10-28 15:52:01, Instruction: 0xffff800010ba67bc, Mem: 327172097, Flipped bit 21, Flipped 329269249, [+] System running normally
2025-10-28 15:52:03, Instruction: 0xffff800010ba67bc, Mem: 327172097, Flipped bit 22, Flipped 331366401, [+] System running normally
2025-10-28 15:52:05, Instruction: 0xffff800010ba67bc, Mem: 327172097, Flipped bit 23, Flipped 318783489, [+] System running normally
2025-10-28 15:52:07, Instruction: 0xffff800010ba67bc, Mem: 327172097, Flipped bit 24, Flipped 310394881, [+] System running normally
2025-10-28 15:52:09, Instruction: 0xffff800010ba67bc, Mem: 327172097, Flipped bit 25, Flipped 293617665, [+] System running normally
2025-10-28 15:52:11, Instruction: 0xffff800010ba67bc, Mem: 327172097, Flipped bit 26, Flipped 394280961, [+] System running normally
2025-10-28 15:52:13, Instruction: 0xffff800010ba67bc, Mem: 327172097, Flipped bit 27, Flipped 461389825, [+] System running normally
2025-10-28 15:52:15, Instruction: 0xffff800010ba67bc, Mem: 327172097, Flipped bit 28, Flipped 58736641, [+] System running normally
2025-10-28 15:52:17, Instruction: 0xffff800010ba67bc, Mem: 327172097, Flipped bit 29, Flipped 864043009, [+] System running normally
2025-10-28 15:52:19, Instruction: 0xffff800010ba67bc, Mem: 327172097, Flipped bit 30, Flipped 1400913921, [+] System running normally
2025-10-28 15:52:21, Instruction: 0xffff800010ba67bc, Mem: 327172097, Flipped bit 31, Flipped 2474655745, [+] System running normally
2025-10-28 15:52:23, Instruction: 0xffff800010ba67c0, Mem: 184549408, Flipped bit 0, Flipped 184549409, [+] System running normally
2025-10-28 15:52:25, Instruction: 0xffff800010ba67c0, Mem: 184549408, Flipped bit 1, Flipped 184549410, [+] System running normally
2025-10-28 15:52:27, Instruction: 0xffff800010ba67c0, Mem: 184549408, Flipped bit 2, Flipped 184549412, [+] System running normally
2025-10-28 15:52:29, Instruction: 0xffff800010ba67c0, Mem: 184549408, Flipped bit 3, Flipped 184549416, [+] System running normally
2025-10-28 15:52:31, Instruction: 0xffff800010ba67c0, Mem: 184549408, Flipped bit 4, Flipped 184549424, [+] System running normally
2025-10-28 15:52:33, Instruction: 0xffff800010ba67c0, Mem: 184549408, Flipped bit 5, Flipped 184549376, [+] System running normally
2025-10-28 15:52:35, Instruction: 0xffff800010ba67c0, Mem: 184549408, Flipped bit 6, Flipped 184549472, [+] System running normally
2025-10-28 15:52:37, Instruction: 0xffff800010ba67c0, Mem: 184549408, Flipped bit 7, Flipped 184549536, [+] System running normally
2025-10-28 15:52:39, Instruction: 0xffff800010ba67c0, Mem: 184549408, Flipped bit 8, Flipped 184549664, [+] System running normally
2025-10-28 15:52:41, Instruction: 0xffff800010ba67c0, Mem: 184549408, Flipped bit 9, Flipped 184549920, [+] System running normally
2025-10-28 15:52:43, Instruction: 0xffff800010ba67c0, Mem: 184549408, Flipped bit 10, Flipped 184550432, [+] System running normally
2025-10-28 15:52:45, Instruction: 0xffff800010ba67c0, Mem: 184549408, Flipped bit 11, Flipped 184551456, [+] System running normally
2025-10-28 15:52:47, Instruction: 0xffff800010ba67c0, Mem: 184549408, Flipped bit 12, Flipped 184553504, [+] System running normally
2025-10-28 15:52:49, Instruction: 0xffff800010ba67c0, Mem: 184549408, Flipped bit 13, Flipped 184557600, [+] System running normally
2025-10-28 15:52:51, Instruction: 0xffff800010ba67c0, Mem: 184549408, Flipped bit 14, Flipped 184565792, [+] System running normally
2025-10-28 15:52:53, Instruction: 0xffff800010ba67c0, Mem: 184549408, Flipped bit 15, Flipped 184582176, [+] System running normally
2025-10-28 15:52:55, Instruction: 0xffff800010ba67c0, Mem: 184549408, Flipped bit 16, Flipped 184614944, [+] System running normally
2025-10-28 15:52:57, Instruction: 0xffff800010ba67c0, Mem: 184549408, Flipped bit 17, Flipped 184680480, [+] System running normally
2025-10-28 15:52:59, Instruction: 0xffff800010ba67c0, Mem: 184549408, Flipped bit 18, Flipped 184811552, [+] System running normally
2025-10-28 15:53:01, Instruction: 0xffff800010ba67c0, Mem: 184549408, Flipped bit 19, Flipped 185073696, [+] System running normally
2025-10-28 15:53:03, Instruction: 0xffff800010ba67c0, Mem: 184549408, Flipped bit 20, Flipped 185597984, [+] System running normally
2025-10-28 15:53:05, Instruction: 0xffff800010ba67c0, Mem: 184549408, Flipped bit 21, Flipped 186646560, [+] System running normally
2025-10-28 15:53:07, Instruction: 0xffff800010ba67c0, Mem: 184549408, Flipped bit 22, Flipped 188743712, [+] System running normally
2025-10-28 15:53:11, Instruction: 0xffff800010ba67c0, Mem: 184549408, Flipped bit 23, Flipped 192938016, [+] System running normally
2025-10-28 15:53:13, Instruction: 0xffff800010ba67c0, Mem: 184549408, Flipped bit 24, Flipped 167772192, [+] System running normally
2025-10-28 15:53:15, Instruction: 0xffff800010ba67c0, Mem: 184549408, Flipped bit 25, Flipped 150994976, [+] System running normally
2025-10-28 15:53:17, Instruction: 0xffff800010ba67c0, Mem: 184549408, Flipped bit 26, Flipped 251658272, [+] System running normally
2025-10-28 15:53:19, Instruction: 0xffff800010ba67c0, Mem: 184549408, Flipped bit 27, Flipped 50331680, [+] System running normally
2025-10-28 15:53:21, Instruction: 0xffff800010ba67c0, Mem: 184549408, Flipped bit 28, Flipped 452984864, [+] System running normally
2025-10-28 15:53:23, Instruction: 0xffff800010ba67c0, Mem: 184549408, Flipped bit 29, Flipped 721420320, [+] System running normally
2025-10-28 15:53:25, Instruction: 0xffff800010ba67c0, Mem: 184549408, Flipped bit 30, Flipped 1258291232, [+] System running normally
2025-10-28 15:53:28, Instruction: 0xffff800010ba67c0, Mem: 184549408, Flipped bit 31, Flipped 2332033056, [+] System running normally
2025-10-28 15:53:30, Instruction: 0xffff800010ba67c4, Mem: 710951904, Flipped bit 0, Flipped 710951905, [+] System running normally
2025-10-28 15:53:32, Instruction: 0xffff800010ba67c4, Mem: 710951904, Flipped bit 1, Flipped 710951906, [+] System running normally
2025-10-28 15:53:34, Instruction: 0xffff800010ba67c4, Mem: 710951904, Flipped bit 2, Flipped 710951908, [+] System running normally
2025-10-28 15:53:36, Instruction: 0xffff800010ba67c4, Mem: 710951904, Flipped bit 3, Flipped 710951912, [+] System running normally
2025-10-28 15:53:38, Instruction: 0xffff800010ba67c4, Mem: 710951904, Flipped bit 4, Flipped 710951920, [+] System running normally
2025-10-28 15:53:40, Instruction: 0xffff800010ba67c4, Mem: 710951904, Flipped bit 5, Flipped 710951872, [+] System running normally
2025-10-28 15:53:42, Instruction: 0xffff800010ba67c4, Mem: 710951904, Flipped bit 6, Flipped 710951840, [+] System running normally
2025-10-28 15:53:44, Instruction: 0xffff800010ba67c4, Mem: 710951904, Flipped bit 7, Flipped 710951776, [+] System running normally
2025-10-28 15:53:46, Instruction: 0xffff800010ba67c4, Mem: 710951904, Flipped bit 8, Flipped 710951648, [+] System running normally
2025-10-28 15:53:48, Instruction: 0xffff800010ba67c4, Mem: 710951904, Flipped bit 9, Flipped 710951392, [+] System running normally
2025-10-28 15:53:50, Instruction: 0xffff800010ba67c4, Mem: 710951904, Flipped bit 10, Flipped 710952928, [+] System running normally
2025-10-28 15:53:52, Instruction: 0xffff800010ba67c4, Mem: 710951904, Flipped bit 11, Flipped 710953952, [+] System running normally
2025-10-28 15:53:54, Instruction: 0xffff800010ba67c4, Mem: 710951904, Flipped bit 12, Flipped 710956000, [+] System running normally
2025-10-28 15:53:56, Instruction: 0xffff800010ba67c4, Mem: 710951904, Flipped bit 13, Flipped 710960096, [+] System running normally
2025-10-28 15:53:58, Instruction: 0xffff800010ba67c4, Mem: 710951904, Flipped bit 14, Flipped 710935520, [+] System running normally
2025-10-28 15:54:00, Instruction: 0xffff800010ba67c4, Mem: 710951904, Flipped bit 15, Flipped 710984672, [+] System running normally
2025-10-28 15:54:02, Instruction: 0xffff800010ba67c4, Mem: 710951904, Flipped bit 16, Flipped 711017440, [+] System running normally
2025-10-28 15:54:04, Instruction: 0xffff800010ba67c4, Mem: 710951904, Flipped bit 17, Flipped 711082976, [+] System running normally
2025-10-28 15:54:06, Instruction: 0xffff800010ba67c4, Mem: 710951904, Flipped bit 18, Flipped 711214048, [+] System running normally
2025-10-28 15:54:10, Instruction: 0xffff800010ba67c4, Mem: 710951904, Flipped bit 19, Flipped 711476192, [+] System running normally
2025-10-28 15:54:12, Instruction: 0xffff800010ba67c4, Mem: 710951904, Flipped bit 20, Flipped 712000480, [+] System running normally
2025-10-28 15:54:14, Instruction: 0xffff800010ba67c4, Mem: 710951904, Flipped bit 21, Flipped 708854752, [+] System running normally
2025-10-28 15:54:16, Instruction: 0xffff800010ba67c4, Mem: 710951904, Flipped bit 22, Flipped 706757600, [+] System running normally
2025-10-28 15:54:18, Instruction: 0xffff800010ba67c4, Mem: 710951904, Flipped bit 23, Flipped 719340512, [+] System running normally
2025-10-28 15:54:20, Instruction: 0xffff800010ba67c4, Mem: 710951904, Flipped bit 24, Flipped 727729120, [+] System running normally
2025-10-28 15:54:22, Instruction: 0xffff800010ba67c4, Mem: 710951904, Flipped bit 25, Flipped 677397472, [+] System running normally
2025-10-28 15:54:24, Instruction: 0xffff800010ba67c4, Mem: 710951904, Flipped bit 26, Flipped 778060768, [+] System running normally
2025-10-28 15:54:26, Instruction: 0xffff800010ba67c4, Mem: 710951904, Flipped bit 27, Flipped 576734176, [+] System running normally
2025-10-28 15:54:28, Instruction: 0xffff800010ba67c4, Mem: 710951904, Flipped bit 28, Flipped 979387360, [+] System running normally
2025-10-28 15:54:30, Instruction: 0xffff800010ba67c4, Mem: 710951904, Flipped bit 29, Flipped 174080992, [+] System running normally
2025-10-28 15:54:32, Instruction: 0xffff800010ba67c4, Mem: 710951904, Flipped bit 30, Flipped 1784693728, [+] System running normally
2025-10-28 15:54:34, Instruction: 0xffff800010ba67c4, Mem: 710951904, Flipped bit 31, Flipped 2858435552, [+] System running normally
2025-10-28 15:54:36, Instruction: 0xffff800010ba67c8, Mem: 1912617984, Flipped bit 0, Flipped 1912617985, [+] System running normally
2025-10-28 15:54:40, Instruction: 0xffff800010ba67c8, Mem: 1912617984, Flipped bit 1, Flipped 1912617986, [+] System running normally
